city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
Austin,478,2024-07-06 17:00:00,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.02623511767,0.005554326601,10.8673501,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,55.56917233,6.187263116,5.075094821,0.8202487473,0.09132932178,0.1113434456,21,0.35,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,478,2024-07-06 17:00:00,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.02623511767,0.005554326601,10.8673501,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,55.56917233,6.187263116,5.739344071,0.9276062717,0.1032828784,0.1113434456,10,0.1666666667,0,0,42,0.7,0.7,0,0
Austin,478,2024-07-06 17:00:00,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.02623511767,0.005554326601,10.8673501,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,55.56917233,6.187263116,3.07737468,0.4973725252,0.0553791707,0.1113434456,54,0.9,1,0.01666666667,0,0,0,45,0.75
Austin,478,2024-07-06 17:00:00,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.02623511767,0.005554326601,10.8673501,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,55.56917233,6.187263116,6.187263116,1,0.1113434456,0.1113434456,0,0,0,0,60,1,1,0,0
Austin,479,2024-07-12 13:00:00,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.01510044792,0.02905002694,12.99529782,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,48.13355655,5.327319212,4.388874457,0.8238429653,0.09118117945,0.1106778637,21,0.35,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,479,2024-07-12 13:00:00,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.01510044792,0.02905002694,12.99529782,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,48.13355655,5.327319212,4.941654713,0.9276062717,0.1026654805,0.1106778637,10,0.1666666667,0,0,42,0.7,0.7,0,0
Austin,479,2024-07-12 13:00:00,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.01510044792,0.02905002694,12.99529782,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,48.13355655,5.327319212,2.673317319,0.5018128653,0.05553957593,0.1106778637,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,479,2024-07-12 13:00:00,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.01510044792,0.02905002694,12.99529782,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,48.13355655,5.327319212,5.327319212,1,0.1106778637,0.1106778637,0,0,0,0,60,1,1,0,0
Austin,480,2024-07-12 15:00:00,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.0164342092,0.01521945712,12.40599786,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,63.25149798,7.093581203,5.609193641,0.7907421485,0.08868080315,0.1121488254,24,0.4,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,480,2024-07-12 15:00:00,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.0164342092,0.01521945712,12.40599786,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,63.25149798,7.093581203,6.335275295,0.8930997072,0.1001600831,0.1121488254,13,0.2166666667,1,0.01666666667,39,0.65,0.65,0,0
Austin,480,2024-07-12 15:00:00,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.0164342092,0.01521945712,12.40599786,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,63.25149798,7.093581203,3.470886856,0.489299658,0.05487438191,0.1121488254,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,480,2024-07-12 15:00:00,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.0164342092,0.01521945712,12.40599786,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,63.25149798,7.093581203,7.093581203,1,0.1121488254,0.1121488254,0,0,0,0,60,1,1,0,0
Austin,481,2024-07-13 14:00:00,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.003973069356,0.009630125748,13.29774102,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,157.3737752,17.69272822,14.59908096,0.8251458329,0.09276692348,0.1124248827,21,0.35,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,481,2024-07-13 14:00:00,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.003973069356,0.009630125748,13.29774102,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,157.3737752,17.69272822,16.41188566,0.9276062717,0.1042860263,0.1124248827,10,0.1666666667,0,0,42,0.7,0.7,0,0
Austin,481,2024-07-13 14:00:00,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.003973069356,0.009630125748,13.29774102,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,157.3737752,17.69272822,8.866254939,0.5011242375,0.05633883363,0.1124248827,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,481,2024-07-13 14:00:00,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.003973069356,0.009630125748,13.29774102,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,157.3737752,17.69272822,17.69272822,1,0.1124248827,0.1124248827,0,0,0,0,60,1,1,0,0
Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,39.06594003,4.375846449,3.408845657,0.7790140024,0.08725876439,0.1120118048,24,0.4,3,0.05,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,39.06594003,4.375846449,3.992430614,0.9123790472,0.1021972238,0.1120118048,11,0.1833333333,1,0.01666666667,41,0.6833333333,0.6833333333,0,0
Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,39.06594003,4.375846449,2.153773013,0.4921957473,0.05513173398,0.1120118048,54,0.9,3,0.05,0,0,0,45,0.75
Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.04297045833,0.513779805,0.04297045833,0.003160034056,11.15301539,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,39.06594003,4.375846449,4.375846449,1,0.1120118048,0.1120118048,0,0,0,0,60,1,1,0,0
Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,80.78335385,8.914767671,7.182475937,0.8056829075,0.08891034595,0.1103540178,23,0.3833333333,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,80.78335385,8.914767671,8.058234284,0.9039197186,0.09975117274,0.1103540178,12,0.2,1,0.01666666667,40,0.6666666667,0.6666666667,0,0
Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,80.78335385,8.914767671,4.35449747,0.4884588842,0.05390340042,0.1103540178,54,0.9,1,0.01666666667,0,0,0,45,0.75
Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.02164519741,0.29133874,0.02164519741,0.0007741956434,11.04271892,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,80.78335385,8.914767671,8.914767671,1,0.1103540178,0.1103540178,0,0,0,0,60,1,1,0,0
Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,68.15282727,7.660390232,6.078736494,0.7935283073,0.08919272667,0.1124001826,23,0.3833333333,1,0.01666666667,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,68.15282727,7.660390232,6.989179541,0.9123790472,0.1025515715,0.1124001826,11,0.1833333333,1,0.01666666667,41,0.6833333333,0.6833333333,0,0
Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,68.15282727,7.660390232,3.728560913,0.4867325031,0.05470882225,0.1124001826,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.01704210899,0.005905515,0.00429454936,0.02685168578,13.18252457,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,68.15282727,7.660390232,7.660390232,1,0.1124001826,0.1124001826,0,0,0,0,60,1,1,0,0
Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,deficit_only,Highest remaining deficit,large local/access remaining loss only,1207,61,61,71.22528468,8.000981792,6.322360218,0.7901980509,0.08876567143,0.1123334477,24,0.393442623,0,0,27,0.4426229508,0.4426229508,26,0.4262295082
Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,exposure_only,Highest OD exposure,large demand exposure only,1207,61,61,71.22528468,8.000981792,7.107582438,0.8883387842,0.09979015835,0.1123334477,12,0.1967213115,2,0.03278688525,40,0.6557377049,0.6557377049,0,0
Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1207,61,61,71.22528468,8.000981792,3.949651129,0.4936458089,0.05545293566,0.1123334477,55,0.9016393443,3,0.04918032787,0,0,0,46,0.7540983607
Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03052262292,0.3543309,0.01704210899,0.02931333418,20.20564921,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1207,61,61,71.22528468,8.000981792,8.000981792,1,0.1123334477,0.1123334477,0,0,0,0,61,1,1,0,0
Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,41.3002649,4.59844923,3.59324431,0.7814034973,0.08700293616,0.1113418822,24,0.4,2,0.03333333333,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,41.3002649,4.59844923,4.195528727,0.9123790472,0.1015860004,0.1113418822,11,0.1833333333,1,0.01666666667,41,0.6833333333,0.6833333333,0,0
Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,41.3002649,4.59844923,2.245821054,0.4883866151,0.05437788498,0.1113418822,54,0.9,1,0.01666666667,0,0,0,45,0.75
Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03052262292,0.005905515,0.007766132221,0.05504988272,15.95967027,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,41.3002649,4.59844923,4.59844923,1,0.1113418822,0.1113418822,0,0,0,0,60,1,1,0,0
Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,33.35570323,3.685577653,3.0005685,0.8141379135,0.08995668534,0.1104931779,22,0.3666666667,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,33.35570323,3.685577653,3.295564849,0.8941786498,0.09880064066,0.1104931779,13,0.2166666667,1,0.01666666667,39,0.65,0.65,0,0
Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,33.35570323,3.685577653,1.860981884,0.504936284,0.05579201468,0.1104931779,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03052262292,0.490157745,0.02827979125,0.02573654855,10.99949777,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,33.35570323,3.685577653,3.685577653,1,0.1104931779,0.1104931779,0,0,0,0,60,1,1,0,0
Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.01805766215,0.084645715,0.01805766215,0.002699252474,11.84280394,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,92.44450934,10.32641568,8.221045213,0.7961179824,0.0889295132,0.1117039373,24,0.4,1,0.01666666667,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.01805766215,0.084645715,0.01805766215,0.002699252474,11.84280394,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,92.44450934,10.32641568,9.347421157,0.9051951277,0.1011138598,0.1117039373,12,0.2,1,0.01666666667,40,0.6666666667,0.6666666667,0,0
Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.01805766215,0.084645715,0.01805766215,0.002699252474,11.84280394,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,92.44450934,10.32641568,5.194535044,0.503033696,0.05619084445,0.1117039373,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.01805766215,0.084645715,0.01805766215,0.002699252474,11.84280394,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,92.44450934,10.32641568,10.32641568,1,0.1117039373,0.1117039373,0,0,0,0,60,1,1,0,0
Austin,489,2024-07-23 19:00:00,0.03867617163,0.1273058319,0.002355466562,0.12598432,0.006976064183,0.002699252474,11.48250583,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,194.6619118,21.47975629,17.4901478,0.8142619294,0.08984884424,0.110343909,22,0.3666666667,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,489,2024-07-23 19:00:00,0.03867617163,0.1273058319,0.002355466562,0.12598432,0.006976064183,0.002699252474,11.48250583,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,194.6619118,21.47975629,19.92475664,0.9276062717,0.102355702,0.110343909,10,0.1666666667,0,0,42,0.7,0.7,0,0
Austin,489,2024-07-23 19:00:00,0.03867617163,0.1273058319,0.002355466562,0.12598432,0.006976064183,0.002699252474,11.48250583,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,194.6619118,21.47975629,10.79345474,0.5024942831,0.05544718345,0.110343909,54,0.9,1,0.01666666667,0,0,0,45,0.75
Austin,489,2024-07-23 19:00:00,0.03867617163,0.1273058319,0.002355466562,0.12598432,0.006976064183,0.002699252474,11.48250583,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,194.6619118,21.47975629,21.47975629,1,0.110343909,0.110343909,0,0,0,0,60,1,1,0,0
Austin,490,2024-07-25 21:00:00,0.06749221661,0.172772258,0.01358562402,0.005905515,0.001097687329,0.02515204492,17.85197014,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,109.8799449,12.30889697,10.04122874,0.8157699883,0.09138363462,0.1120213246,21,0.35,1,0.01666666667,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,490,2024-07-25 21:00:00,0.06749221661,0.172772258,0.01358562402,0.005905515,0.001097687329,0.02515204492,17.85197014,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,109.8799449,12.30889697,11.04287129,0.8971454808,0.1004994251,0.1120213246,12,0.2,2,0.03333333333,40,0.6666666667,0.6666666667,0,0
Austin,490,2024-07-25 21:00:00,0.06749221661,0.172772258,0.01358562402,0.005905515,0.001097687329,0.02515204492,17.85197014,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,109.8799449,12.30889697,6.166438626,0.5009741036,0.05611978266,0.1120213246,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,490,2024-07-25 21:00:00,0.06749221661,0.172772258,0.01358562402,0.005905515,0.001097687329,0.02515204492,17.85197014,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,109.8799449,12.30889697,12.30889697,1,0.1120213246,0.1120213246,0,0,0,0,60,1,1,0,0
Austin,491,2024-07-27 07:00:00,0.02247193429,0.143484268,0.002076205508,0.005905515,0.001608006471,0.00446086406,12.39602324,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,331.8516794,36.96854618,29.84953647,0.8074306284,0.08994842674,0.1114008109,23,0.3833333333,0,0,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,491,2024-07-27 07:00:00,0.02247193429,0.143484268,0.002076205508,0.005905515,0.001608006471,0.00446086406,12.39602324,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,331.8516794,36.96854618,33.36186876,0.9024392954,0.1005324693,0.1114008109,12,0.2,1,0.01666666667,40,0.6666666667,0.6666666667,0,0
Austin,491,2024-07-27 07:00:00,0.02247193429,0.143484268,0.002076205508,0.005905515,0.001608006471,0.00446086406,12.39602324,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,331.8516794,36.96854618,18.20756767,0.4925151122,0.05486658288,0.1114008109,54,0.9,1,0.01666666667,0,0,0,45,0.75
Austin,491,2024-07-27 07:00:00,0.02247193429,0.143484268,0.002076205508,0.005905515,0.001608006471,0.00446086406,12.39602324,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,331.8516794,36.96854618,36.96854618,1,0.1114008109,0.1114008109,0,0,0,0,60,1,1,0,0
Austin,492,2024-07-28 09:00:00,0.1299120167,0.1185037345,0.01758517343,0.076771695,0.00808476417,0.02496552204,11.67725773,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,57.0638107,6.394749013,5.00957851,0.7833893872,0.08778906367,0.1120631261,24,0.4,2,0.03333333333,26,0.4333333333,0.4333333333,26,0.4333333333
Austin,492,2024-07-28 09:00:00,0.1299120167,0.1185037345,0.01758517343,0.076771695,0.00808476417,0.02496552204,11.67725773,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,57.0638107,6.394749013,5.780339728,0.9039197186,0.1012960694,0.1120631261,12,0.2,1,0.01666666667,40,0.6666666667,0.6666666667,0,0
Austin,492,2024-07-28 09:00:00,0.1299120167,0.1185037345,0.01758517343,0.076771695,0.00808476417,0.02496552204,11.67725773,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,57.0638107,6.394749013,3.133452896,0.490004047,0.0549113853,0.1120631261,54,0.9,2,0.03333333333,0,0,0,45,0.75
Austin,492,2024-07-28 09:00:00,0.1299120167,0.1185037345,0.01758517343,0.076771695,0.00808476417,0.02496552204,11.67725773,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,57.0638107,6.394749013,6.394749013,1,0.1120631261,0.1120631261,0,0,0,0,60,1,1,0,0
Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,deficit_only,Highest remaining deficit,large local/access remaining loss only,1896,95,95,34.63140364,3.901499374,3.420822237,0.8767968182,0.09877804182,0.112657847,6,0.06315789474,1,0.01052631579,52,0.5473684211,0.5473684211,0,0
Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,exposure_only,Highest OD exposure,large demand exposure only,1896,95,95,34.63140364,3.901499374,3.496080394,0.8960863653,0.1009511607,0.112657847,6,0.06315789474,1,0.01052631579,51,0.5368421053,0.5368421053,0,0
Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1896,95,95,34.63140364,3.901499374,1.695642042,0.4346129216,0.04896255604,0.112657847,90,0.9473684211,1,0.01052631579,0,0,0,89,0.9368421053
Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1896,95,95,34.63140364,3.901499374,3.901499374,1,0.112657847,0.112657847,0,0,0,0,95,1,1,0,0
Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,deficit_only,Highest remaining deficit,large local/access remaining loss only,1331,67,67,74.8414896,8.964905241,7.658335625,0.8542572865,0.1023274078,0.1197852326,6,0.08955223881,0,0,33,0.4925373134,0.4925373134,0,0
Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,exposure_only,Highest OD exposure,large demand exposure only,1331,67,67,74.8414896,8.964905241,7.65573049,0.8539666939,0.1022925991,0.1197852326,5,0.07462686567,0,0,30,0.447761194,0.447761194,0,0
Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1331,67,67,74.8414896,8.964905241,3.535775463,0.394401878,0.0472435207,0.1197852326,67,1,3,0.0447761194,0,0,0,65,0.9701492537
Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1331,67,67,74.8414896,8.964905241,8.964905241,1,0.1197852326,0.1197852326,0,0,0,0,67,1,1,0,0
Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,deficit_only,Highest remaining deficit,large local/access remaining loss only,1332,67,67,79.09330939,9.425891487,7.814439173,0.8290397978,0.09880025546,0.1191743216,8,0.1194029851,1,0.01492537313,31,0.4626865672,0.4626865672,0,0
Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,exposure_only,Highest OD exposure,large demand exposure only,1332,67,67,79.09330939,9.425891487,7.96922505,0.8454611494,0.1007572589,0.1191743216,5,0.07462686567,1,0.01492537313,30,0.447761194,0.447761194,0,0
Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1332,67,67,79.09330939,9.425891487,4.017160173,0.4261835794,0.05079013893,0.1191743216,67,1,1,0.01492537313,0,0,0,65,0.9701492537
Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1332,67,67,79.09330939,9.425891487,9.425891487,1,0.1191743216,0.1191743216,0,0,0,0,67,1,1,0,0
Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,169.7199764,20.75330038,17.27559422,0.8324263561,0.1017888087,0.1222796563,6,0.1,0,0,26,0.4333333333,0.4333333333,0,0
Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,169.7199764,20.75330038,17.6254569,0.8492845271,0.1038502201,0.1222796563,6,0.1,0,0,28,0.4666666667,0.4666666667,0,0
Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,169.7199764,20.75330038,7.583015941,0.3653884346,0.0446795722,0.1222796563,60,1,1,0.01666666667,0,0,0,60,1
Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,169.7199764,20.75330038,20.75330038,1,0.1222796563,0.1222796563,0,0,0,0,60,1,1,0,0
Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,deficit_only,Highest remaining deficit,large local/access remaining loss only,1593,80,80,44.48471871,5.106097818,4.438076513,0.869171855,0.0997663162,0.1147831877,6,0.075,0,0,41,0.5125,0.5125,0,0
Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,exposure_only,Highest OD exposure,large demand exposure only,1593,80,80,44.48471871,5.106097818,4.56839202,0.8946934003,0.1026957605,0.1147831877,4,0.05,0,0,41,0.5125,0.5125,0,0
Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1593,80,80,44.48471871,5.106097818,2.284156286,0.4473389205,0.05134698729,0.1147831877,80,1,2,0.025,0,0,0,75,0.9375
Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1593,80,80,44.48471871,5.106097818,5.106097818,1,0.1147831877,0.1147831877,0,0,0,0,80,1,1,0,0
Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,deficit_only,Highest remaining deficit,large local/access remaining loss only,5711,286,286,462.115457,54.1687761,46.50115831,0.8584494917,0.1006267105,0.1172191392,67,0.2342657343,1,0.003496503497,164,0.5734265734,0.5734265734,9,0.03146853147
Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,exposure_only,Highest OD exposure,large demand exposure only,5711,286,286,462.115457,54.1687761,49.58915144,0.9154563758,0.1073090084,0.1172191392,20,0.06993006993,0,0,176,0.6153846154,0.6153846154,0,0
